lifecycle_stage,module,callable_class,runtime_reachability,responsibility,input_contract,output_contract,identities_read_written,fields_read,fields_added_changed_removed,authority_effect,current_fallback_mode,fail_open_fail_closed,exception_behaviour,concurrency_state_risk,observability,current_test_evidence,verified_defect_or_gap,evidence_reference,severity,confidence,recommended_fix,justification,expected_benefit,behavioural_change_if_fixed,possible_adverse_effect,compatibility_risk,migration_requirement,rollback_approach,tests_required_before_change,acceptance_criteria,suggested_owner_workstream,implementation_order,dependencies_blockers
raw_event_ingestion,core/observability/feed_state.py,FeedStateEventError,REACHABLE_OR_CONDITIONALLY_REACHABLE,raw_event_ingestion,dataclass;validate;contract,dataclass;validate;contract,candidate_id,detected,detected,executable_or_risk_authority,fallback;stale,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,lock,logger;reason;trace;jsonl,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"raw_event_ingestion emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",raw_event_ingestion,506,none
raw_event_ingestion,core/observability/feed_state.py,FeedStateEventEmitter,REACHABLE_OR_CONDITIONALLY_REACHABLE,raw_event_ingestion,dataclass;validate;contract,dataclass;validate;contract,candidate_id,detected,detected,executable_or_risk_authority,fallback;stale,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,lock,logger;reason;trace;jsonl,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"raw_event_ingestion emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",raw_event_ingestion,507,none
scoring_ranking,core/opportunity_ranking.py,CandidateOpportunity,REACHABLE_OR_CONDITIONALLY_REACHABLE,scoring_ranking,dataclass,dataclass,symbol,detected,detected,executable_or_risk_authority,fallback;stale,exception_handling_needs_review,no_local_exception_handling_detected,low_static_signal,weak_static_signal,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"scoring_ranking emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",scoring_ranking,508,none
scoring_ranking,core/opportunity_ranking.py,rank_opportunities,REACHABLE_OR_CONDITIONALLY_REACHABLE,scoring_ranking,dataclass,dataclass,symbol,detected,detected,executable_or_risk_authority,fallback;stale,exception_handling_needs_review,no_local_exception_handling_detected,low_static_signal,weak_static_signal,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"scoring_ranking emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",scoring_ranking,509,none
observability_recovery_auditability,core/option_backtest/__init__.py,<module>,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,symbol,not_detected,detected,evidence_or_transform_only,none_detected,not_verified,no_local_exception_handling_detected,low_static_signal,weak_static_signal,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,510,none
quote_depth_candle_option_chain,core/option_backtest/adapter.py,build_candidate_from_candle,REACHABLE_OR_CONDITIONALLY_REACHABLE,quote_depth_candle_option_chain,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,symbol,detected,detected,executable_or_risk_authority,fallback,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"quote_depth_candle_option_chain emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",quote_depth_candle_option_chain,511,none
observability_recovery_auditability,core/option_backtest/engine.py,OptionBacktestEngine,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,to_dict;contract,to_dict;contract,symbol,detected,detected,executable_or_risk_authority,fallback,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,512,none
observability_recovery_auditability,core/option_backtest/engine.py,run_option_symbol_backtest,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,to_dict;contract,to_dict;contract,symbol,detected,detected,executable_or_risk_authority,fallback,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,513,none
observability_recovery_auditability,core/option_backtest/exporter.py,resolve_instrument_token,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,to_dict,to_dict,token;symbol,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,low_static_signal,weak_static_signal,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,514,none
observability_recovery_auditability,core/option_backtest/exporter.py,build_option_backtest_frame,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,to_dict,to_dict,token;symbol,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,low_static_signal,weak_static_signal,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,515,none
observability_recovery_auditability,core/option_backtest/exporter.py,export_option_backtest_csv,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,to_dict,to_dict,token;symbol,detected,detected,evidence_or_transform_only,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,low_static_signal,weak_static_signal,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,516,none
observability_recovery_auditability,core/option_backtest/loader.py,load_option_symbol_csv,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,validate;contract,validate;contract,token;symbol,detected,detected,evidence_or_transform_only,stale,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,low_static_signal,weak_static_signal,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,517,none
observability_recovery_auditability,core/option_backtest/models.py,ResearchMode,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass;contract,dataclass;contract,symbol,not_detected,detected,executable_or_risk_authority,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,low_static_signal,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,518,none
observability_recovery_auditability,core/option_backtest/models.py,OptionBacktestCostConfig,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass;contract,dataclass;contract,symbol,not_detected,detected,executable_or_risk_authority,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,low_static_signal,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,519,none
observability_recovery_auditability,core/option_backtest/models.py,OptionBacktestConfig,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass;contract,dataclass;contract,symbol,not_detected,detected,executable_or_risk_authority,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,low_static_signal,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,520,none
observability_recovery_auditability,core/option_backtest/models.py,OptionBacktestTrade,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass;contract,dataclass;contract,symbol,not_detected,detected,executable_or_risk_authority,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,low_static_signal,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,521,none
observability_recovery_auditability,core/option_backtest/models.py,OptionBacktestResult,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass;contract,dataclass;contract,symbol,not_detected,detected,executable_or_risk_authority,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,low_static_signal,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,522,none
observability_recovery_auditability,core/option_backtest/report.py,summarize_backtest,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,identity_not_explicit_in_static_scan,detected,detected,executable_or_risk_authority,none_detected,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,low_static_signal,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,523,none
ui_manual_approval,core/option_backtest/review_queue_eval.py,evaluate_review_queue_snapshot,REACHABLE_OR_CONDITIONALLY_REACHABLE,ui_manual_approval,to_dict,to_dict,token;symbol,detected,detected,approval_authority,none_detected,fail_closed_or_rejecting_paths_detected,exceptions_caught_without_clear_observability_static_signal,lock;queue;cache,weak_static_signal,SHAPE_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,rank binding/stale approval/duplicate click/fallback non-actionability tests,"ui_manual_approval emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",ui_manual_approval,524,none
observability_recovery_auditability,core/option_backtest/wfa.py,OptionReplayWFARange,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass,dataclass,identity_not_explicit_in_static_scan,detected,detected,executable_or_risk_authority,fallback,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,lock,metric,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,525,none
phase1_gates,core/option_backtest/wfa.py,OptionReplayWFAGates,REACHABLE_OR_CONDITIONALLY_REACHABLE,phase1_gates,dataclass,dataclass,identity_not_explicit_in_static_scan,detected,detected,executable_or_risk_authority,fallback,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,lock,metric,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"phase1_gates emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",phase1_gates,526,none
observability_recovery_auditability,core/option_backtest/wfa.py,OptionReplayWFAConfig,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass,dataclass,identity_not_explicit_in_static_scan,detected,detected,executable_or_risk_authority,fallback,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,lock,metric,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,527,none
observability_recovery_auditability,core/option_backtest/wfa.py,build_wfa_partition_plan,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass,dataclass,identity_not_explicit_in_static_scan,detected,detected,executable_or_risk_authority,fallback,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,lock,metric,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,528,none
observability_recovery_auditability,core/option_backtest/wfa.py,run_option_replay_wfa,REACHABLE_OR_CONDITIONALLY_REACHABLE,observability_recovery_auditability,dataclass,dataclass,identity_not_explicit_in_static_scan,detected,detected,executable_or_risk_authority,fallback,fail_closed_or_rejecting_paths_detected,no_local_exception_handling_detected,lock,metric,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"observability_recovery_auditability emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",observability_recovery_auditability,529,none
quote_depth_candle_option_chain,core/option_chain.py,fetch_option_chain,REACHABLE_OR_CONDITIONALLY_REACHABLE,quote_depth_candle_option_chain,input_contract_implicit_or_dict_based,output_contract_implicit_or_dict_based,token;symbol,detected,detected,evidence_or_transform_only,fallback;stale,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock;cache;global,logger;reason;jsonl,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"quote_depth_candle_option_chain emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",quote_depth_candle_option_chain,530,none
quote_depth_candle_option_chain,core/option_chain_confirmation.py,OptionChainConfirmation,REACHABLE_OR_CONDITIONALLY_REACHABLE,quote_depth_candle_option_chain,dataclass;schema_version;contract,dataclass;schema_version;contract,symbol,detected,detected,ranking_authority,fallback;stale;subscription_failed;price_mismatch,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"quote_depth_candle_option_chain emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",quote_depth_candle_option_chain,531,none
quote_depth_candle_option_chain,core/option_chain_confirmation.py,OptionChainConfirmationReport,REACHABLE_OR_CONDITIONALLY_REACHABLE,quote_depth_candle_option_chain,dataclass;schema_version;contract,dataclass;schema_version;contract,symbol,detected,detected,ranking_authority,fallback;stale;subscription_failed;price_mismatch,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"quote_depth_candle_option_chain emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",quote_depth_candle_option_chain,532,none
quote_depth_candle_option_chain,core/option_chain_confirmation.py,confirm_option_chain_for_candidates,REACHABLE_OR_CONDITIONALLY_REACHABLE,quote_depth_candle_option_chain,dataclass;schema_version;contract,dataclass;schema_version;contract,symbol,detected,detected,ranking_authority,fallback;stale;subscription_failed;price_mismatch,fail_closed_or_rejecting_paths_detected,exceptions_logged_or_recorded,lock,reason,SEMANTIC_UNIT_TEST,No specific defect proven by v2; retain coverage in lifecycle regression suite.,research/module_robustness_ranking_audit_v1/runtime_module_inventory.csv,P3,low,Keep in inventory; no immediate runtime fix from v2 evidence.,"Required to prove one live market event can traverse the lifecycle without silent loss, mutation, authority bypass, or stale-data contamination.",Traceable lifecycle evidence and safer staged repair PRs.,none expected,Stricter gates can reduce apparent opportunity count or change UI/actionability.,low,none,keep new evidence fields read-only; disable actionability changes behind config until certified,happy/malformed/stale/exception/determinism tests,"quote_depth_candle_option_chain emits trace events with stable identity, authority before/after, reason codes, and deterministic semantic hash across two runs.",quote_depth_candle_option_chain,533,none
